Event	ID	Name			Wwise Object Path	Notes
	1367775454	Fire_Shotgun_Player			\Default Work Unit\Fire_Shotgun_Player	
	1894362767	Foot_Player			\Default Work Unit\Foot_Player	
	3721111614	DCP_Music			\Default Work Unit\DCP_Music	

Switch Group	ID	Name			Wwise Object Path	Notes
	3865314626	Material			\Default Work Unit\Material	

Switch	ID	Name	Switch Group			Notes
	803837735	Sand	Material			
	841620460	Concrete	Material			
	1216965916	Stone	Material			
	2058049674	Wood	Material			
	2185786256	Gravel	Material			
	2195636714	Dirt	Material			
	2473969246	Metal	Material			
	2637588553	Tile	Material			
	2654748154	Water	Material			
	4248645337	Grass	Material			

State Group	ID	Name			Wwise Object Path	Notes
	444815956	PlayerLife			\Default Work Unit\PlayerLife	

State	ID	Name	State Group			Notes
	0	None	PlayerLife			
	655265632	Alive	PlayerLife			
	2044049779	Dead	PlayerLife			

Custom State	ID	Name	State Group	Owner		Notes
	267968140	Dead	PlayerLife	\Actor-Mixer Hierarchy\Default Work Unit\Heartbeat		

Game Parameter	ID	Name			Wwise Object Path	Notes
	151362964	PlayerHealth			\Default Work Unit\PlayerHealth	

Source plug-ins	ID	Name	Type		Wwise Object Path	Notes
	150121663	Wwise Silence	Wwise Silence		\Actor-Mixer Hierarchy\Default Work Unit\Shotgun Shells\Silence\Wwise Silence	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	314541287	FS_Concrete_02	C:\Users\josepps14\Documents\GitHub\Wwise\Lesson 3\Wwise Project Lesson 3\.cache\Mac\SFX\Footsteps\Concrete\FS_Concrete_02_CC87FBFB.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Concrete\FS_Concrete_02		55016
	320516566	FS_Concrete_01	C:\Users\josepps14\Documents\GitHub\Wwise\Lesson 3\Wwise Project Lesson 3\.cache\Mac\SFX\Footsteps\Concrete\FS_Concrete_01_CC87FBFB.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Concrete\FS_Concrete_01		42920
	328964265	Shotgun_Pump_Out	C:\Users\josepps14\Documents\GitHub\Wwise\Lesson 3\Wwise Project Lesson 3\.cache\Mac\SFX\Shotgun_Pump_890A0DB8.wem		\Actor-Mixer Hierarchy\Default Work Unit\Shotgun_Pump_Out		16198
	343841589	Heartbeat	C:\Users\josepps14\Documents\GitHub\Wwise\Lesson 3\Wwise Project Lesson 3\.cache\Mac\SFX\Heartbeat_0A288869.wem		\Actor-Mixer Hierarchy\Default Work Unit\Heartbeat		2843214
	353454111	ShotgunShellsConcrete_4	C:\Users\josepps14\Documents\GitHub\Wwise\Lesson 3\Wwise Project Lesson 3\.cache\Mac\SFX\Shotgun Shells\ShotgunShellsConcrete_4_916BE9BF.wem		\Actor-Mixer Hierarchy\Default Work Unit\Shotgun Shells\Shotgun Shells Tail\ShotgunShellsConcrete_4		122312
	376868787	FS_Gravel_01	C:\Users\josepps14\Documents\GitHub\Wwise\Lesson 3\Wwise Project Lesson 3\.cache\Mac\SFX\Footsteps\Gravel\FS_Gravel_01_CC87FBFB.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Gravel\FS_Gravel_01		42974
	528849503	ShotgunShellsConcrete_3	C:\Users\josepps14\Documents\GitHub\Wwise\Lesson 3\Wwise Project Lesson 3\.cache\Mac\SFX\Shotgun Shells\ShotgunShellsConcrete_3_557FB9EC.wem		\Actor-Mixer Hierarchy\Default Work Unit\Shotgun Shells\Shotgun Shells Tail\ShotgunShellsConcrete_3		100322
	530547760	FS_Gravel_03	C:\Users\josepps14\Documents\GitHub\Wwise\Lesson 3\Wwise Project Lesson 3\.cache\Mac\SFX\Footsteps\Gravel\FS_Gravel_03_CC87FBFB.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Gravel\FS_Gravel_03		48216
	603801576	ShotgunShellsConcrete_1	C:\Users\josepps14\Documents\GitHub\Wwise\Lesson 3\Wwise Project Lesson 3\.cache\Mac\SFX\Shotgun Shells\ShotgunShellsConcrete_1_A421BCB4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Shotgun Shells\Shotgun Shells Tail\ShotgunShellsConcrete_1		35942
	700264716	FS_Gravel_04	C:\Users\josepps14\Documents\GitHub\Wwise\Lesson 3\Wwise Project Lesson 3\.cache\Mac\SFX\Footsteps\Gravel\FS_Gravel_04_CC87FBFB.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Gravel\FS_Gravel_04		35218
	732649404	FS_Concrete_04	C:\Users\josepps14\Documents\GitHub\Wwise\Lesson 3\Wwise Project Lesson 3\.cache\Mac\SFX\Footsteps\Concrete\FS_Concrete_04_CC87FBFB.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Concrete\FS_Concrete_04		39188
	795755009	FS_Gravel_02	C:\Users\josepps14\Documents\GitHub\Wwise\Lesson 3\Wwise Project Lesson 3\.cache\Mac\SFX\Footsteps\Gravel\FS_Gravel_02_CC87FBFB.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Gravel\FS_Gravel_02		34166
	825538588	FS_Tile_04	C:\Users\josepps14\Documents\GitHub\Wwise\Lesson 3\Wwise Project Lesson 3\.cache\Mac\SFX\Footsteps\Tile\FS_Tile_04_CC87FBFB.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Tile\FS_Tile_04		34794
	856406436	Shotgun_Blast	C:\Users\josepps14\Documents\GitHub\Wwise\Lesson 3\Wwise Project Lesson 3\.cache\Mac\SFX\Shotgun_Blast_CC87FBFB.wem		\Actor-Mixer Hierarchy\Default Work Unit\Shotgun_Blast		179026
	893660405	FS_Tile_01	C:\Users\josepps14\Documents\GitHub\Wwise\Lesson 3\Wwise Project Lesson 3\.cache\Mac\SFX\Footsteps\Tile\FS_Tile_01_CC87FBFB.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Tile\FS_Tile_01		37506
	900882877	ShotgunShellsConcrete_2	C:\Users\josepps14\Documents\GitHub\Wwise\Lesson 3\Wwise Project Lesson 3\.cache\Mac\SFX\Shotgun Shells\ShotgunShellsConcrete_2_CE493FDB.wem		\Actor-Mixer Hierarchy\Default Work Unit\Shotgun Shells\Shotgun Shells Head\ShotgunShellsConcrete_2		32406
	900944804	ShotgunShellsConcrete_3	C:\Users\josepps14\Documents\GitHub\Wwise\Lesson 3\Wwise Project Lesson 3\.cache\Mac\SFX\Shotgun Shells\ShotgunShellsConcrete_3_A3C828DC.wem		\Actor-Mixer Hierarchy\Default Work Unit\Shotgun Shells\Shotgun Shells Head\ShotgunShellsConcrete_3		33418
	970336453	FS_Tile_02	C:\Users\josepps14\Documents\GitHub\Wwise\Lesson 3\Wwise Project Lesson 3\.cache\Mac\SFX\Footsteps\Tile\FS_Tile_02_CC87FBFB.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Tile\FS_Tile_02		53668

